Museen,Staedte,Webseiten
Medizinhistorisches Museum Köln,Köln,www.medizinmuseum.cologne
Museum für angewandte Kunst Köln,Köln,www.makk.de
Museum Ludwig Köln,Köln,www.museum-ludwig.de
Museum Raffael Becker,Köln,www.museum-raffael-becker.de
Museum Schnütgen,Köln,www.museum-schnuetgen.de
NS-Dokumentationszentrum der Stadt Köln,Köln,museenkoeln.de/ns-dokumentationszentrum
Rautenstrauch-Joest-Museum- Kulturen der Welt,Köln,www.museenkoeln.de/rautenstrauch-joest-museum
Römisch-Germanisches Museum der Stadt Köln,Köln,www.roemisch-germanisches-museum.de
Schokoladenmuseum Köln,Köln,www.schokoladenmuseum.de
Wallraf-Richartz-Museum & Fondation Corboud,Köln,www.wallraf.museum
Festung Königstein gGmbH,Königstein,www.festung-koenigstein.de
Haus Schlesien e.V.,Königswinter,www.hausschlesien.de
Siebengebirgsmuseum,Königswinter,www.siebengebirgsmuseum.de
Archäologisches Landesmuseum Baden-Württemberg,Konstanz,www.konstanz.alm-bw.de/
Rosgartenmuseum,Konstanz,www.rosgartenmuseum.de
Städtische Wessenberg-Galerie Konstanz,Konstanz,https://www.konstanz.de/wessenberg-galerie
Freilichtmuseum Roscheider Hof,Konz,roscheiderhof.de
Wolfgang-Bonhage-Museum Korbach,Korbach,www.museum-korbach.de
Heimatmuseum Münchingen,Korntal-Münchingen,www.korntal-muenchingen.de
Museen der Stadt Kornwestheim/Museum im Kleihues-Bau,Kornwestheim,www.museen-kornwestheim.de
Historisches Museum und Bach-Gedenkstätte im Schloß Köthen,Köthen,www.bachstadt-koethen.de/museen_im_schloss
Deutsches Messingmuseum für angewandte Kunst,Krefeld,www.deutsches-messing-museum.gallery
Deutsches Textilmuseum,Krefeld,www.krefeld.de/textilmuseum
Kunstmuseen Krefeld- Kaiser Wilhelm Museum,Krefeld,www.kunstmuseenkrefeld.de
Museum Burg Linn,Krefeld,www.krefeld.de/de/museum-burg-linn/41-museum-burg-lin
Museum Rosenegg,Kreuzlingen,https://www.museumrosenegg.ch/
Schwäbisches Bauernhofmuseum Illerbeuren,Kronburg,www.bauernhofmuseum.de
Museen im Kulmbacher Mönchshof,Kulmbach,www.kulmbacher-moenchshof.de
Museum Quintana – Archäologie in Künzing,Künzing,www.museum-quintana.de
Erzgebirgisches Spielzeugmuseum mit seinem Freilichtmuseum,Kurort Seiffen,www.spielzeugmuseum-seiffen.de
Stadtmuseum Lahr,Lahr,www.stadtmuseum.lahr.de
Kastenhof Landau – Das Museum für Steinzeit und Gegenwart,Landau a.d. Isar,www.steinzeit-museum.de
Neues Stadtmuseum,Landsberg am Lech,www.museum-landsberg.de
Museen der Stadt Landshut,Landshut,www.landshut.de
Landschaftsmuseum Angeln/Unewatt,Langballig,www.museum-unewatt.de
Museum Langenargen,Langenargen,www.museum-langenargen.de
Schloßmuseum Laubach,Laubach,www.schloss-laubach.de
Industriemuseum Lauf,Lauf,www.industriemuseum-lauf.de
Museum zur Geschichte von Christen und Juden,Laupheim,www.museum-laupheim.de/museum.html
Heimatmuseum Leer,Leer,www.heimatmuseum-leer.de
Bach-Museum Leipzig,Leipzig,www.bachmuseumleipzig.de
Botanischer Garten der Universität Leipzig,Leipzig,www.bota.uni-leipzig.de
Deutsches Buch- und Schriftmuseum der Deutschen Nationalbibliothek,Leipzig,www.dnb.de
Deutsches Museum für Galvanotechnik,Leipzig,https://vdmg.de/
Felix-Mendelssohn-Bartholdy- Stiftung Mendelssohn-Haus,Leipzig,www.mendelssohn-stiftung.de
G2 Kunsthalle,Leipzig,www.g2-leipzig.de
GRASSI Museum für Angewandte Kunst,Leipzig,www.grassimuseum.de
Kustodie und Kunstsammlung Universität Leipzig,Leipzig,www.kustodie.uni-leipzig.de
Museum der bildenden Künste Leipzig,Leipzig,www.mdbk.de
Museum für Druckkunst Leipzig,Leipzig,www.druckkunst-museum.de
Naturkundemuseum Leipzig,Leipzig,www.naturkundemuseum.leipzig.de
Stadtgeschichtliches Museum Leipzig,Leipzig,www.stadtmuseum-leipzig.de
Stiftung Galerie für Zeitgenössische Kunst Leipzig,Leipzig,www.gfzl.de
Dümmer-Museum Lembruch,Lembruch,www.duemmer-museum.de
Schloß Brake- Das Weserrenaissance-Museum,Lemgo,www.wrm.lemgo.de
Städtisches Museum Lemgo- Museum Hexenbürgermeisterhaus,Lemgo,www.hexenbuergermeisterhaus.de
Landwirtschaftsmuseum Prienfeldhof Lensahn e.V.,Lensahn,www.museumshof-lensahn.de
Stadtmuseum Leonberg,Leonberg,www.leonberg.de
Deutsches Flugpionier-Museum,Leutershausen,www.weisskopf.de
Museum Morsbroich,Leverkusen,www.museum-morsbroich.de
Stiftung Kloster Dalheim – LWL-Landesmuseum für Klosterkultur,Lichtenau,www.stiftung-kloster-dalheim.lwl.org
Schlossverwaltung Lichtenstein,Lichtenstein,www.schloss-lichtenstein.de
Stadtmuseum Lichtenstein,Lichtenstein / Sachsen,www.lichtenstein-sachsen.de
Museum.BL,Liestal,www.museum.bl.ch
Diözesanmuseum Limburg,Limburg,www.staurothek.de
Stadtmuseum Lindau,Lindau,www.lindau.de
Deutsches Hutmuseum,Lindenberg im Allgäu,www.deutsches-hutmuseum.de
LVR-Freilichtmuseum Lindlar,Lindlar,www.freilichtmuseum-lindlar.lvr.de
Oberlausitzer Sechsstädtebund- und Handwerksmuseum Löbau,Löbau,www.loebau.de
Gedenkstätte Bergen- Belsen,Lohheide,www.bergen-belsen.de
Industrie Museum Lohne,Lohne,www.industriemuseum-lohne.de
Spessartmuseum,Lohr,www.spessartmuseum.de
Dreiländermuseum Lörrach,Lörrach,www.dreilaendermuseum.eu
Museum Schloss & Gut Liebenberg,Löwenberger Land/ OT Liebenberg,www.dkb-stiftung.de
Die Lübecker Museen,Lübeck,www.die-luebecker-museen.de
Europäisches Hansemuseum Lübeck gGmbH,Lübeck,www.hansemuseum.eu
Goebelleum- Freilichtmuseum Bischofsherberge,Lübeck,www.freilichtmuseum-bischofsherberge.de
KOLK 17 gGmbH,Lübeck,www.kolk17.de
KOLK 17 gGmbH Figurentheater & Museum  Lübeck,Lübeck,www.kolk17.de
Willy-Brandt-Haus Lübeck,Lübeck,www.willy-brandt-luebeck.de
Niederlausitz-Museum Luckau,Luckau,www.niederlausitzmuseum-luckau.de
Stiftung Rotkreuz-Museum im Land Brandenburg,Luckenwalde,www.drk-flaeming-spreewald.de
Museen der Stadt Lüdenscheid,Lüdenscheid,www.luedenscheid.de
Münsterlandmuseum Burg Vischering,Lüdinghausen,www.burg-vischering.de
Ludwigsburg Museum,Ludwigsburg,www.ludwigsburgmuseum.de
Strafvollzugsmuseum Ludwigsburg,Ludwigsburg,strafvollzugsmuseum.de
Wilhelm-Hack Museum,Ludwigshafen,www.wilhelmhack.museum
Deutsches Salzmuseum,Lüneburg,www.salzmuseum.de
Museum Lüneburg,Lüneburg,www.museumlueneburg.de
Ostpreußisches Landesmuseum,Lüneburg,www.ostpreussisches-landesmuseum.de
Museum Schloss Rochsburg,Lunzenau,www.schloss-rochsburg.de
Cranach-Stiftung Wittenberg,Lutherstadt Wittenberg,www.cranach-stiftung.de
LutherMuseen,Lutherstadt Wittenberg,www.luthermuseen.de
Musée National d’Histoire et d’Art,Luxemburg,www.mnha.lu
Kantonale Museen Luzern,Luzern,www.naturmuseum.ch
Magdeburger Museen,Magdeburg,www.khm-magdeburg.de
Museum Kulturland Ries,Maihingen,www.museumkulturlandries.de
Gutenberg-Museum,Mainz,www.gutenberg-museum.de
Johannes Gutenberg-Universität Sammlungskoordination,Mainz,www.sammlungen.uni-mainz.de
Kunsthalle Mainz,Mainz,www.kunsthalle-mainz.de
Landesmuseum Mainz,Mainz,www.landesmuseum-mainz.de
Naturhistorisches Museum,Mainz,www.mainz.de/nhm/index.html
Römisch-Germanisches Zentralmuseum RGZM,Mainz,www.rgzm.de
Stiftung Deutsches Kabarettarchiv e.V.,Mainz,www.kabarett.de
kelten römer museum manching,Manching,www.museum-manching.de
Maarmuseum Manderscheid,Manderscheid,www.maarmuseum.de
Kunsthalle Mannheim,Mannheim,https://www.kuma.art/
Leibniz-Institut für Deutsche Sprache,Mannheim,https://www.ids-mannheim.de/
Reiss-Engelhorn-Museen,Mannheim,www.rem-mannheim.de
TECHNOSEUM,Mannheim,www.technoseum.de
Deutsches Literaturarchiv Marbach- Deutsche Schillergesellschaft e.V.,Marbach,www.dla-marbach.de
Deutsches Adelsarchiv,Marburg,https://www.adel-in-deutschland.de/verbaende/stiftung-deutsches-adelsarchiv
Kunstmuseum Marburg,Marburg,https://www.uni-marburg.de/de/museum
Landgrafenschloss,Marburg,https://www.marburg.de/portal/seiten/landgrafenschloss-900000041-23001.html
Museum für Kunst und Kulturgeschichte Marburg,Marburg,www.uni-marburg.de/uni-museum
Religionskundliche Sammlung der Philipps-Universität,Marburg,www.uni-marburg.de/relsamm
Museum sächsisch-böhmisches Erzgebirge,Marienberg,www.marienberg.de
Musikinstrumenten-Museum Markneukirchen,Markneukirchen,www.museum-markneukirchen.de
Vogtländisches Freilichtmuseum,Markneukirchen,freilichtmuseum-vogtland.de/de/
Stadtmuseum Marktoberdorf,Marktoberdorf,www.marktoberdorf.de
Egerland-Museum,Marktredwitz,www.egerlandmuseum.de
Skulpturenmuseum Glaskasten Marl,Marl,www.skulpturenmuseum-glaskasten-marl.de
Eifelmuseum Mayen,Mayen,www.museumswelten-mayen.de
LVR-Freilichtmuseum Kommern- Landesmuseum für Volkskunde,Mechernich,www.kommern.de
Meininger Museen,Meiningen,https://www.meiningermuseen.de/
Meissen Porzellan-Stiftung GmbH,Meißen,www.porzellan-museum.com
Dithmarscher Landesmuseum,Meldorf,www.landesmuseum-dithmarschen.de
Schleswig-Holsteinisches Landwirtschaftsmuseum,Meldorf,www.landwirtschaftsmuseum-schleswig-holstein.de
Kreisgalerie im Alten Spital,Mellrichstadt,https://kultur.rhoen-grabfeld.de/museen-und-spielstaetten
MEWO Kunsthalle,Memmingen,www.mewo-kunsthalle.de
Museum Menden für Stadt- und Kulturgeschichte,Menden,www.mendende/museum
Emsland Archäologie Museum,Meppen,www.archaeologie-emsland.de
Deutsches Chemie-Museum Merseburg,Merseburg,www.dchm.de
Kulturhistorisches Museum Schloss Merseburg,Merseburg,www.saalekreis.de
Welterbe Grube Messel,Messel,www.grube-messel.de
Draiflessen Collection,Mettingen,www.draiflessen.com
Stiftung Neanderthal Museum,Mettmann,www.neanderthal.de
Museen der Stadt Miltenberg,Miltenberg,www.museen-miltenberg.de
Kulturamt und Museen der Stadt Mindelheim,Mindelheim,www.mindelheimer-museen.de
LWL-Preußenmuseum Minden,Minden,www.lwl-preussenmuseum.de
Mindener Museum,Minden,www.mindenermuseum.de
Museum “Alte Pfarrhäuser” und Johannes-Schilling-Haus,Mittweida,www.museum-mittweida.de
Grafschafter Museum im Moerser Schloss,Moers,www.grafschafter-museum.de
Freilichtmuseum Molfsee- Landesmuseum f. Volkskunde,Molfsee,www.freilichtmuseum-sh.de
Möllner Museum- Historisches Rathaus und Eulenspiegelmuseum,Mölln,www.moellner-museum.de
Museum Abteiberg,Mönchengladbach,www.museum-abteiberg.de
Städtisches Museum Schloss Rheydt,Mönchengladbach,www.schlossrheydt.de
Erlebnismuseum Lernort Natur,Monschau,www.erlebnismuseum-lernort-museum.de
Museum Mörfelden,Mörfelden-Walldorf,https://www.moerfelden-walldorf.de/de/freizeit/kultur/
Museum Walldorf,Mörfelden-Walldorf,www.moerfelden-walldorf.de/de/freizeit/kultur
Stiftung Käthe Kollwitz Haus Moritzburg,Moritzburg,www.kollwitz-moritzburg.de
Museum Mühlacker,Mühlacker,www.muehlacker.de
Museum Mühlberg 1547,Mühlberg/Elbe,https://www.museumsverbund-lkee.de/Museumsverbund/Museum-Mhlberg-1547/
Geschichtszentrum und Museum Mühldorf a. Inn,Mühldorf a. Inn,www.museum-muehldorf.de
Mühlhäuser Museen,Mühlhausen,www.mhl-museen.de
Museum Oberes Donautal,Mühlheim a.d. Donau,www.muehlheim-donau.de
Aquarius Wassermuseum,Mülheim an der Ruhr,www.aquarius-wassermuseum.de
Kunstmuseum Mühlheim an der Rhur,Mülheim an der Ruhr,www.kunstmuseum-muelheim.de
Markgräfler Museum im Blankenhorn-Palais,Müllheim,www.markgraefler-museum.de
Senckenberg Deutsches Entomologisches Institut,Müncheberg,www.senckenberg.de
Alpines Museum des Deutschen Alpenvereins,München,www.alpines-museum.de
Amuseum of Contemporary Art,München,www.streetartmuseum.org
Archäologische Staatssammlung,München,www.archaeologie-bayern.de
Bayerisches Nationalmuseum,München,www.bayerisches-nationalmuseum.de
Deutsche Gesellschaft für christliche Kunst e.V.,München,www.dg-kunstraum.de
Deutsches Theatermuseum,München,www.deutschestheatermuseum.de
Die Neue Sammlung – The Design Museum,München,www.die-neue-sammlung.de
Jüdisches Museum München,München,www.juedisches-museum-muenchen.de
Kindermuseum München,München,www.kindermuseum-muenchen.de
Kunstfoyer der Versicherungskammer Kulturstiftung,München,www.versicherungskammer-kulturstiftung.de
Kunsthalle der Hypo-Kulturstiftung,München,www.kunsthalle-muc.de
"Landesamt für Digitalisierung, Breitband und Vermessung",München,www.ldbv.de
Monacensia im Hildebrandhaus,München,https://www.muenchner-stadtbibliothek.de/monacensia-im-hildebrandhaus
Münchner Stadtmuseum,München,www.stadtmuseum-online.de
Museum Fünf Kontinente,München,www.museum-fuenf-kontinente.de
Museum Villa Stuck München,München,www.villastuck.de
MVG Museum,München,www.mvg.de/services/freizeittipps/mvg-museum.thml
NS-Dokumentationszentrum München,München,www.nsdoku.de
Sammlung Goetz,München,www.sammlung-goetz.de
SNSB – Staatliche Naturwissenschaftliche Sammlungen Bayerns,München,www.snsb.de
Staatliche bayerische Sammlungen und Museen,München,www.pinakothek.de
Staatliche Graphische Sammlung München,München,www.sgsm.eu
Staatliche Münzsammlung München,München,www.staatliche-muenzsammlung.de
Staatliches Museum Ägyptischer Kunst,München,www.smaek.de
Städtische Galerie im Lenbachhaus und Kunstbau München,München,www.lenbachhaus.de
Sudetendeutsches Museum,München,www.sudetendeutsches-museum.de
Henneberg-Museum Münnerstadt,Münnerstadt,www.muennerstadt.de/freizeit-tourismus/museum/
Bibelmuseum WWU,Münster,www.uni-muenster.de/Bibelmuseum
Deutsches Panzermuseum Munster,Münster,www.daspanzermuseum.de
Domkammer der Kathedralkirche St.-Paulus,Münster,www.domkammer-muenster.de
Geomuseum der Universität Münster,Münster,www.uni-muenster.de/Geomuseum
Kunstmuseum Pablo Picasso Münster,Münster,www.kunstmuseum-picasso-muenster.de
LWL-Museum für Kunst und Kultur,Münster,www.lwl-landesmuseum-muenster.de
LWL-Museum für Naturkunde Westfälisches Landesmuseum mit Planetarium,Münster,www.lwl.org/LWL/Kultur/WMfN
LWL-Museumsamt für Westfalen,Münster,www.lwl-museumsamt.de
Museum für Lackkunst,Münster,www.museum-fuer-lackkunst.de
Museum für Lackkunst,Münster,www.museum-fuer-lackkunst.de
Stadtmuseum Münster,Münster,www.stadtmuseum-muenster.de
Westfälisches Pferdemuseum Münster,Münster,www.pferdemuseum.de
Schloßmuseum Murnau,Murnau am Staffelsee,www.schlossmuseum-murnau.de
Museum Burg Mylau,Mylau,www.burgmylau.de
Freilandmuseum Oberpfalz,Nabburg,www.freilandmuseum-oberpfalz.de
Museum im Steinhaus,Nagold,https://www.nagold.de/de/Freizeit-Tourismus/Kultur/Museen-Ausstellungen/Steinhaus
Stadtmuseum Naumburg,Naumburg,www.mv-naumburg.de
Vereinigte Domstifter zu Merseburg und Naumburg und des Kollegiatstifts Zeitz,Naumburg,www.vereinigte-domstifter.de
Besucherzentrum Arche Nebra,Nebra,www.himmelsscheibe-erleben.de
Deutsches Zweirad- und NSU-Museum Neckarsulm und Stadtmuseum,Neckarsulm,www.demomu.de
Freilichtmuseum Hessenpark,Neu-Anspach,www.hessenpark.de
Edwin-Scharff-Museum und Städtische Sammlungen Neu-Ulm,Neu-Ulm,www.edwinscharffmuseum.de
Regionalmuseum Neubrandenburg,Neubrandenburg,www.museum-neubrandenburg.de
Stadtmuseum Neuburg an der Donau,Neuburg,www.stadtmuseum-neuburg.de
Schloss Neuenbürg,Neuenbürg,www.schloss-neuenbuerg.de
Deutsches Dampflokomotiv Museum,Neuenmarkt,www.dampflokmuseum.de
Freilichtmuseum Neuhausen ob Eck,Neuhausen,www.freilichtmuseum-neuhausen.de
Stiftung Seebüll Ada und Emil Nolde,Neukirchen,www.nolde-stiftung.de
Tuch und Technik- Textilmuseum Neumünster,Neumünster,www.tuch-und-technik.de
Stadtmuseum Neuötting,Neuötting,www.neuoetting.de/kultur-tourismus/stadtmuseum/
Museum Neuruppin,Neuruppin,www.museum-neuruppin.de
Clemens-Sels-Museum Neuss,Neuss,www.clemens-sels-museum.de
Rheinisches Schützenmuseum Neuss,Neuss,www.rheinisches-schuetzenmuseum.de
Stiftung Insel Hombroich,Neuss,www.inselhombroich.de
Museum im Alten Schloss Aischgründer Karpfenmuseum,Neustadt an der Aisch,www.karpfenmuseum.de
Stiftung Hambacher Schloss,Neustadt an der Weinstraße,www.hambacher-schloss.de
Museum der Deutschen Spielzeugindustrie,Neustadt/Coburg,www.spielzeugmuseum-neustadt.de
Extraball Deutsches Flippermuseum,Neuwied,www.flippermuseum.eu
Stiftung Stift Neuzelle,Neuzelle,www.stift-neuzelle.de
Historische Schauweberei Braunsdorf,Niederwiesa,www.hstorische-schauweberei-braunsdorf.de
Museum Nienburg,Nienburg,www.museum-nienburg.de
Ostfriesisches Teemuseum Norden,Norden,www.teemuseum.de
Rüstringer Heimatbund e.V.- Moorseer Mühle,Nordenham,www.ruestringer-heimatbund.de
Museum Nordseeheilbad Norderney,Norderney,www.museum-norderney.de
Feuerwehrmuseum Schleswig-Holstein,Norderstedt,www.feuerwehrmuseum-sh.de
Stadtmuseum Norderstedt,Norderstedt,www.stadtmuseum.norderstedt.de
Förderverein Deutsches Luftschiff und Marinefliegermuseum Nordholz e.V.,Nordholz,www.aeronauticum.de
Städtische Galerie Nordhorn,Nordhorn,www.staedtische-galerie.nordhorn.de
Stadtmuseum Nordhorn,Nordhorn,www.stadtmuseum-nordhorn.de
Museum und Forum Schloss Homburg,Nümbrecht,www.schloss-homburg.de
Bibel Museum Bayern,Nürnberg,https://bibelmuseum.bayern/de/das-museum
DB Museum,Nürnberg,www.dbmuseum.de
Germanisches Nationalmuseum,Nürnberg,www.gnm.de
Kunstvilla im KunstKulturQuartier,Nürnberg,www.kunstvilla.org
Kunstvilla im KunstKulturQuartier,Nürnberg,www.kunstvilla.org
Museen der Stadt Nürnberg,Nürnberg,www.museen.nuernberg.de
Museum für Kommunikation Nürnberg,Nürnberg,www.mfk-nuernberg.de
Naturhistorische Gesellschaft Nürnberg e.V.,Nürnberg,www.nhg-nuernberg.de
Neues Museum- Staatliches Museum für Kunst und Design in Nürnberg,Nürnberg,www.nmn.de
Stadtmuseum Nürtingen,Nürtingen,www.stadtmuseum-nuertingen.de
Südsee-Sammlung und Historisches Museum Obergünzburg,Obergünzburg,www.suedseesammlung.de
LUDWIGGALERIE Schloss Oberhausen,Oberhausen,www.ludwiggalerie.de
LVR-Industriemuseum Peter-Behrens-Bau,Oberhausen,www.industriemuseum.lvr.de/de/die_museen/peter_behrens_bau/peterbehrensbau_1.html
LVR-Industriemuseum Rheinisches Landesmuseum für Industrie und Sozialgeschichte,Oberhausen,www.industriemuseum.lvr.de/de/die_museen/die_museen_1.html
LVR-Industriemuseum St. Antony-Hütte,Oberhausen,www.industriemuseum.lvr.de/antonyhuette
LVR-Industriemuseum Zinkfabrik Altenberg,Oberhausen,www.industriemuseum.lvr.de/zinkfabrikaltenberg
Zeiss Museum der Optik,Oberkochen,www.zeiss.de/museum
Magnetangler Museum,Oberstenfeld,www.magnetanglermuseum.de
Vortaunusmuseum- Hans-Thoma-Gedächtnisstätte,Oberursel,www.vortaunusmuseum.de
Museum für Westfälische Literatur-Kulturgut Haus Nottbeck,Oelde,www.kulturgut-nottbeck.de
Bergbaumuseum Oelsnitz/Erzgebirge,Oelsnitz,www.bergbaumuseum-oelsnitz.de
Museen Schloß Voigtsberg,OElsnitz/Vogtl.,www.schloss-voigtsberg.de
Archäologisches Freilichtmuseum Oerlinghausen,Oerlinghausen,www.afm-oerlinghausen.de
Klingspor-Museum,Offenbach,www.klingspor-museum.de
DLM Deutsches Ledermuseum Schuhmuseum Offenbach,Offenbach/M.,www.ledermuseum.de
Museum im Ritterhaus,Offenburg,www.museum-offenburg.de
Museum Saigerhütte Olbernhau,Olbernhau,www.olbernhau.de
Horst-Janssen-Museum Oldenburg,Oldenburg,www.horst-janssen-museum.de
Landesmuseum für Kunst und Kulturgeschichte,Oldenburg,www.landesmuseum-ol.de
Landesmuseum Natur und Mensch Oldenburg,Oldenburg,www.NaturundMensch.de
Stadtmuseum Oldenburg,Oldenburg,www.stadtmuseum-oldenburg.de
Stiftung Brandenburgische Gedenkstätten,Oranienburg,www.stiftung-bg.de
DBU Zentrum für Umweltkommunikation,Osnabrück,www.dbu.de
Kulturgeschichtliches Museum- Felix-Nussbaum-Haus,Osnabrück,www.osnabrueck.de/tourismus/tagungsservice-osnabrueck/veranstaltungsorte/felix-nussbaum-haus-und-kulturgeschichtliches-museum-osnabrueck.html
"Museum am Schölerberg- Natur und Umwelt, Planetarium",Osnabrück,www.museum-am-schoelerberg.de
Museum Industriekultur Osnabrück GmbH,Osnabrück,www.industriekultur-museumos.de
Kurverwaltung Ostseebad Göhren- Mönchguter Museen,Ostseebad Göhren,www.goehren-ruegen.de
Museum Gegenstandsfreier Kunst,Otterndorf,www.mgk-otterndorf.de
Museum für zeitgenössische Kunst- Diether Kunerth,Ottobeuren,www.mzk-diku.de
Saarländischer Museumsverband e.V.,Ottweiler,www.museumsverband-saarland.de
Erzbischöfliches Diözesanmuseum,Paderborn,www.erzbistum-paderborn.de/museum/
HNF Heinz Nixdorf MuseumsForum GmbH,Paderborn,www.hnf.de
Städtische Museen und Galerien Paderborn,Paderborn,www.paderborn.de/museen
Museum der Stadt Parchim,Parchim,www.museum-parchim.de
Oberhaus Museum Passau,Passau,www.oberhausmuseum.de
Historisch-Technisches Museum Peenemünde GmbH,Peenemünde,www.peenemuende.de
Kreismuseum Peine- Museum für Alltagskultur,Peine,www.kreismuseum-peine.de
Museum Petersberg,Petersberg,www.museum-petersberg.de
Schmuckmuseum Pforzheim,Pforzheim,www.schmuckmuseum.de
Stiftung Lernort Demokratie – Das DDR-Museum Pforzheim,Pforzheim,www.pforzheim-ddr-museu.de
Hohenwart Forum Bildung und Begegnung gGmbH,Pforzheim-Hohenwart,www.hohenwart.de
Vogtlandmuseum Plauen,Plauen,www.plauen.de/vogtlandmuseum
Besucher-Bergwerk & Museum Kleinenbremen,Porta Westfalica,https://bergwerk-kleinenbremen.de/
Museum Burg Posterstein,Posterstein,www.burg-posterstein.de
Brandenburgische Gesellschaft für Kultur und Geschichte,Potsdam,www.gesellschaft-kultur-geschichte.de
Filmmuseum Potsdam,Potsdam,www.filmmuseum-potsdam.de
Museum Alexandrowka Potsdam,Potsdam,www.alexandrowka.de
Museum Barberini,Potsdam,www.museum-barberini.com
Museum FLUXUS+,Potsdam,www.fluxus-plus.de
Naturkundemuseum Potsdam,Potsdam,www.naturkundemuseum-potsdam.de
Potsdam Museum – Forum für Kunst und Geschichte,Potsdam,www.potsdam-museum.de
Stiftung Preußische Schlösser und Gärten Berlin-Brandenburg,Potsdam,www.spsg.de
Fränkische Schweiz-Museum Tüchersfeld,Pottenstein,www.fsmt.de
Dominikanerkloster Prenzlau,Prenzlau,www.dominikanerkloster-prenzlau.de
Darß-Museum,Prerow,www.ostseebad-prerow.de
Bergbaumuseum Pribram/ Tschechien,Pribram,www.muzeum-pribram.cz
LVR-Kulturzentrum Abtei Brauweiler,Pulheim,www.abteibrauweiler.lvr.de
Karl-May-Museum gGmbH,Radebeul,www.karl-may-museum.de
Stiftung Hoflößnitz,Radebeul,www.hofloessnitz.de
Fasnachtsmuseum Schloss Langenstein,Radolfzell am Bodensee,www.fasnachtsmuseum.de
Stadtmuseum Rastatt,Rastatt,www.stadtmuseum-rastatt.de
Wehrgeschichtliches Museum,Rastatt,www.wgm-rastatt.de
Palais Rastede- Kunst- und Kulturkreis Rastede e.V.,Rastede,www.kkr-rastede.de
Optik Industrie Museum im Kulturzentrum Rathenow,Rathenow,www.kulturzentrum-rathenow.de
LVR-Industriemuseum Textilfabrik Cromford,Ratingen,www.industriemuseum.lvr.de/textilfabrikcromford
Museum Ratingen,Ratingen,www.museum-ratingen.de
Oberschlesisches Landesmuseum,Ratingen,www.oslm.de
A. Paul Weber-Museum,Ratzeburg,https://apaulwebermuseum.de/
Ernst Barlach Museum Ratzeburg,Ratzeburg,www.ernst-barlach.de
Kreismuseum Herzogtum Lauenburg,Ratzeburg,www.herzogtumlauenburgmuseum.de
Kunstmuseum Ravensburg,Ravensburg,www.kunstmuseum-ravensburg.de
Museum Humpis-Quartier,Ravensburg,www.museum-humpis-quartier.de
Ikonen-Museum Recklinghausen,Recklinghausen,www.ikonen-museum.com
Städtische Kunsthalle,Recklinghausen,www.kunst-re.de
Domschatz Regensburg,Regensburg,www.bistumsmuseen-regensburg.de
Haus der Bayerischen Geschichte,Regensburg,www.hdbg.de
Kunstforum Ostdeutsche Galerie,Regensburg,www.kunstforum.net
Museen der Stadt Regensburg,Regensburg,www.regensburg.de/kultur/museen/alle-museen
Naturkundemuseum Ostbayern Regensburg,Regensburg,www.nmo-regensburg.de
Dinosaurier-Freilichtmuseum Münchehagen GmbH & Co. KG,Rehburg-Loccum,www.dinopark.de
